0,2018.12.14 18:26,11,0,1,"응징해야한다
누가 내돈가지고 이딴 주식 거래하래?",,,
9,2018.12.14 15:52,324,cy_0****,223.62.***.51,0,1,원래 계약서 쓰면서 받야되는거아닌가?얀세에서 검토하고 계약 파기하면 어케?,['계약금이 먼지 아냐? 무조건 주고 가는겨 레이져티닙이 탐나니 이거 500억 못받는 돈이라 생각하고 .. 그냥 암생각 없지? 집 살때 계약금 돌려 받냐 ? 경제개념도 없고 ... 초딩이냐 ㅋ']
10,2018.12.14 15:46,185,pepr****,106.243.***.58,2,0,주식이 없다니껜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['니쿠사쿠 놈 답다']
11,2018.12.14 15:40,180,pepr****,106.243.***.58,1,2,너들맘 쩜하도 가고 마누라가고 모두다 떠나보면 알거야ㅋㅋㅋㅋㅋ,"['개 틀딱냄새..', 'ㅎㅎ 어이 치킨아\n자소서는 니 일기장에 써라\n\n니 맴 이해한다 쓰담쓰담\n\n그렇다고 정신줄 놓음 앙데요~^', '이기. 이기... 하는 꼬라지는, 이십대초중반인데,, 아는 노래는, 최소 삼십후반 사십초반 이상은 되야 아는 노랠 부른다니깐,, 동상아,, 난 진심, 니 나이가 궁금타..']"
12,2018.12.14 15:39,157,stof****,39.7.***.197,0,1,희망을가지서요,[]
13,2018.12.14 15:36,108,pepr****,106.243.***.58,2,0,삼계탕먹어야지 육개장 식겠네 ㅋㅋ,[]
14,2018.12.14 15:41,80,dsct****,223.33.***.67,1,0,"혼자 잘 노네

우쭈쭈 ㅎㅎ

주말에 집 잘 지켜라

지나가다가 개뼈다귀 던져줄께

주인은 이만 불금 즐기러간다 쌩~^","['니 에미 파고다 잇더라 ㅉㅉㅉ', '한강 잘가래이~ 가기전에 너거마누라 연락처 주고가라 ㅋㅋ형이 잘보살피께 ㅋㅋㅋ\n연탄불 공동구매 해서 하나 던저줄께 ㅋㅋㅋㅋ']"
15,2018.12.14 15:29,161,pepr****,106.243.***.58,1,5,캬캬캬,"['ㅋㅋㅋ 진짜요 같은아디로 하시지 ㅎㅎㅎ\n주말 잘보내세요~', '곧 한강갈샛히가 쁠라스계좌 신경써주네 ㅋㅋㅋㅋㅋㅋㅋ 쳐물려서 도랏제잉??ㅋㅋㅋㅋㅋ\n너때매 안티 더열심히 할께^^', '그게 니 한계라니까 ㅎㅎ\n\n혼자 마이 놀아라\n\n너 개무시하면 절라 불안하지\n\n주말내내 니 혼자 글쓰고 댓글달고해라\n\n속이 부글부글할꺼다 어디 갈때도 없구\n\n게시판 허접 노숙자 ㅉㅉㅉ죽돌이', '방가 방가 놀아보즈아 ㅋㅋㅋ 계정하나 팟다 너거 놀릴라고 ㅋㅋㅋㅋ', '방가 방가~', '너 그 치킨데구리 추종 똘마니냐 ㅎㅎ\n\n컨셉구리넹 ㅉㅉㅉ']"
16,2018.12.14 15:12,347,vudq****,210.180.***.100,8,1,"거래량에 비해 공매도가 적은편이 아닌데..


연말까지 대차잔고 매꾸려면 숏커버링 수혜도 받을수 있을꺼 같은데..


자꾸만 찬티질 하는거 같지만..


희망을 놓을수가 없네..


내가 가진 잡주들 중에 유일한 보석이라...","['공매도가 꾸준히 쌓여 있어서 대차가 꽤 될껄요. 26일까지 상환해야 하는데...음..', '그러기엔 공매잔량이 적어요 짜증나게도\n거래량이 적으니 공매 쫌만 쳐도 뚝뚝 떨어지는데\n나중에 상황은 적게해도 되고 아주 그냥', '어차피 주식은 돈 잇는 넘\n버티는 넘이 이기는거유\n\n개미들은 구리수마수케익 치킨값 없어서 후달거리지유 ㅎㅎ\n\n니 꼴리는데로하슈함 맴 편한걸~^']"
17,2018.12.14 15:07,279,wond****,117.111.***.58,1,0,1/1에?,"['20주를 가지고 있어야 1주를 줍니다\n20(주) * 0.05 = 1(주)\n안되면 배당금 주는 것으로 알고 있습니다\n자세히 알아보시길...', '원플러스원,,', '세상이 그리 날로먹을 수 있으면 얼마나 좋을까요 ㅋ', '그럼 상한가 15번 나온다..;;', '응 초딩은 기웃거리지마라 ㅎㅎ\n\n2+2 여', '무증 먼지 모르;;니;;', '20주 사야 1주 준다.']"
18,2018.12.14 15:04,205,kdhc****,223.38.***.1,4,2,"유한이 아직 시작도 안했는데 ...

지금의 줏가는 말도 안되는 가격이라 ..

내년에 큰 상승이 있으리라 ...

이 시간 이순간을 기회라 생각하고

마음편히 때를 기다립니다.",['갈놈이 아님']
19,2018.12.14 15:02,304,moda****,222.100.***.188,0,1,언제들어오냐?,['주담이 말경이라카던데']
20,2018.12.14 14:45,187,vudq****,210.180.***.100,1,0,"제발...


그리고 초고추장도 잊지말구...",[]
21,2018.12.14 13:48,445,hera****,221.155.***.60,0,0,"또 물렸네요, 212500원 매수","['오늘은 이것만이 아니고 모든게 물렸겠어요 기운들 내세요', '미트']"
22,2018.12.14 13:40,365,redh****,211.34.***.33,5,0,"쳐물리고 한강 갔냐?

누가봐도 평단 26천원에 쳐물려서

안티질 하는거 빤히 보이는데 단타의 고수라고 구라까고 정신승리하는 안쓰러운 넘

한강은 가지마 추워","['OOO들아 지워도 안된다 ㅠㅠㅠㅠㅠ 니들 처물린거 약올리고싶은데 흐헝헝헝 니들돈 ㅠㅠㅠ', '민트 치킨데구리야 그게 니 한계야 ㅉㅉㅉ\n\n허접 죽돌이\n\n주말엔 뭔 재미로 시간 보내냐\n\n장도 안 열리는데 게시판 혼자 도배할래\n\n나 바부유하고 풉~', '글지우면 또 쓸수 있는데ㅋㅋ\n안티 초보냐?ㅋㅋ', '민트야,, 지난글 지우면, 또 30개 쓸수있다, 다시 가즈아~', '글 30개 다썻다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ\n니들 12시지나면 ㄷ ㅏ디져써 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '날 추운데 관종짓 열심히 하라고\n그게 니 유일한 낙인거 같은데ㅋㅋ', '아니 그래서 니가하고싶은 말의 요점이 뭐니?', '깽판을 치던지 말던지 ㅋㅋㅋ\n게시글 만개를 써봐라\n안읽으면 그만이지 뭐 ㅋㅋㅋ', '게시판 깽판 직여달라고? 말을해라ㅋㅋ', '그래 그래서 뭐 우야라고? ^0^', '관종이 관종짓 안하고 뭔 점심이여\n개밥도 아깝다 너한텐ㅋㅋ', '나 여기있다 유통기한지난샛히야 점심시간이라 한정식먹고 돌아가는길^♡^\n너는 저번에 절반 먹고남은 왕뚜껑 빗물받아 쳐무라 ㅋㅋㅋ', '대신 bell 이 왔자녀\n대타띠러']"
23,2018.12.14 14:41,70,dsct****,223.33.***.67,4,1,"절라 곡하더니 지 곡소리인줄 몰랏던 치킨데구리 ㅉㅉㅉ

축 사망!!!

삼가 민트의 영면에 노래를 바칩니다

잘가세요 잘가세요~

안뇽 치킨데구리 ㅎㅎ

누구하나 너의 부재를 안타까워하지않는다

이바닥이 원래 그런 곳이란다

왜 주접떨고 세치혀 놀렷쓰까 아그야",[]
24,2018.12.14 13:34,148,vudq****,210.180.***.100,2,0,"더도 안바란다..


초고추장만 살짝~ 찍어줘!",[]
25,2018.12.14 13:32,263,bell****,223.62.***.106,0,0,여기는 뭐하는 곳임?,['모든 이평선을 한선으로 맞추는곳임...']
26,2018.12.14 13:32,136,woor****,174.117.***.99,0,0,주식을 들고 잇는 자체가 우환이네요. 오르는 주식이 없내요ㅠㅠ,[]
27,2018.12.14 13:05,326,bhka****,1.236.***.210,2,0,역전되네..,"['내년에는 삼성바이오도 역전할것.', '굿!!']"
28,2018.12.14 12:54,315,bell****,223.62.***.139,1,3,미친거 아닌지?,['유한양행 매년 무상0.05% 현금 배당 준다.\n그래도 회사에 미첬다는 사람없다.']
29,2018.12.14 12:51,472,bell****,223.62.***.139,0,3,"배당금까지 주면~

회사 부도납니다","['셀트봐라 그전에 그렇게 줏가 올라도 주주 챙기더냐 회장넘 지 뱃속만 챙기지...', '너도 민트 똘마니냐 ㅎㅎ\n\n심심하지\n\n손절치고 치킨데구리됫냐 ㅉㅉㅉ', '걱정도 많어셔.']"
30,2018.12.14 12:48,210,junt****,106.243.***.58,6,0,후후후,[]
31,2018.12.14 12:37,302,hk48****,180.69.***.14,8,2,오늘이 마지막 매수 기회인가?,['오늘이 마지막 기회다 돈 된다.\n여유돈 있는 사람 담아라.\n내년 상반기 제약바이오 큰 장 온다.']
32,2018.12.14 12:34,184,jb83****,175.223.***.143,0,0,"흔들기다 저가에 담을려한다 이X랄들ㅋㅋ
눈에 보이는건 안믿고 눈에 안보이는것만 믿을려함",[]
33,2018.12.14 12:31,261,hera****,221.155.***.60,0,2,"오늘 오전 209000원 매수 하지 못하고 지금 212500원에 조금 담았습니다

265000원에 매수했던 주주로써 물탔습니다. 이제 238750원 이네요,

수량이 이제 많이 늘었습니다.


오늘 배당금 발표할 거라 믿고갑니다.",['얘네는 왜 발표를 밤에 할까요...????']
34,2018.12.14 12:30,212,bell****,223.33.***.189,0,3,이곳 주주들 이상하네요?????,['1월 1일']
35,2018.12.14 12:18,251,bell****,223.33.***.189,2,0,설마?,[]
36,2018.12.14 12:14,161,bell****,223.33.***.189,1,2,현재 셀트리온 주주입니다,[]
37,2018.12.14 12:11,276,khan****,223.33.***.189,3,1,강성주주님들♡파이팅~~~,"['하안가 맞자....정신나간눔이네...온 사방 안티질하며 왕싸가지..더러운 종자', '맛.쩜 하세요^^']"
38,2018.12.14 12:07,189,stof****,117.111.***.229,1,0,안대 ㅠㅠ,['2틀쥐꼬리 다음 많이빼네요 계속 오를줄 알았는데...']
39,2018.12.14 11:59,361,rogi****,203.254.***.75,4,0,"목표 했던 100주 된다..

내 100주 다모을때까지.. 오르면 안되염~ ^^","['야는 보내주고 천천히 모으시면 안될가요 좀 놓아주세요 가고싶어요', '시작이 반..', '축하 드립니다*^^*', 'ㅡㅡ;; 안됑~ ㅋㅋ', '월급날 마다 한주씩,, 차곡차곡^^']"
40,2018.12.14 11:58,154,donn****,223.33.***.232,1,0,"유한
너무춥다
달리자
종가 양봉",[]
41,2018.12.14 11:50,257,67ca****,221.167.***.240,9,0,"주주님들 단타가 아니라면 컴을 꺼놓으세요
내년초까지는 그렇게 견디기 어려운장은 안 나올 겁니다
어제 장맘막판에 3만주가량 대량 거래가 되는거 보면서 하방보다는 상방배팅이 아닐까 생각되어지더군요
오늘은 유한이 전약후강일 가능성이 있네요 이건 참고만
무증도 받으시고 배당도 받으시고 여유있게 주식 하새요 건승하세요",['맴이 편하면 주식이 쉬운거구유\n\n쫄리면 뒤지는거쥬 ㅎㅎ\n\n딥답한 넘들은 다 지탓이쥬']
42,2018.12.14 11:49,270,danu****,223.33.***.25,3,0,배당금만으로 노후준비 끝~~~,"['3만주? 적당히 하소', '인생 편하고~행복하게 즐깁시당^^']"
43,2018.12.14 11:39,264,danu****,223.33.***.236,1,0,"현재 3,500주 모았습니당^^","['3,675주 입니당\n배당금 받으면 또 재투자 할꺼임^^', '받으면 1주에 얼마에여?']"
44,2018.12.14 11:36,255,danu****,223.33.***.236,2,1,답변 부탁드려요~~~,"['8888 ㅋㅋ 종목토론방에서 글싸지르면 주가가 오르내리디? 뇌구조 단순한거보니 스트레스는 없겠다', '이런글이라도 올려야 관심1이라도 받지않을까요\n""유한~ 잘했어요^^\n\nㅡ내주가올리기위해응원한다고절대로말못함ㅡ', '3500주ㅋ 있는사람이 그걸몰라ㅋ\n3.5주는 있냐', '3,500주 보유 중인데여~\n빨리 받고 싶네요..']"
45,2018.12.14 11:35,146,ryuh****,1.215.***.78,0,0,유일한 박사 얼굴에 ㅠㅠ,[]
46,2018.12.14 11:34,189,stof****,39.7.***.197,0,2,배당금도주고 무증도받나요?,[]
47,2018.12.14 11:31,125,danu****,223.33.***.236,1,0,액면가 얼마죠????,[]
48,2018.12.14 11:24,358,khan****,223.33.***.236,3,1,"주가상승+무상증자+배당금(2번)

주주님들~재투자 합시다!!","['그럼이번에 0.5프로밖에안주겠네 ㅋㅋ', '아닌데 1년에 한번 주총 끝나고']"
49,2018.12.14 11:20,193,stof****,117.111.***.229,1,1,이틀동안 오른게 1프로도안됨 ㅋㅋㅋㅋ,[]
50,2018.12.14 11:16,188,danu****,223.33.***.236,0,1,늦은 건가여?,[]
51,2018.12.14 11:14,210,crea****,1.232.***.185,0,0,전약후강이냐,[]
52,2018.12.14 11:13,177,khan****,223.33.***.236,2,0,자녀들을 위해 저축해 갑시다!!,[]
53,2018.12.14 11:13,148,s046****,223.38.***.238,0,0,"하시라고 하고싶습니다
얼마까지 내린다 ~얼마에 매수하시라 ~
기술적분석,실적등 이런 말들은 접겠습니다
가장 중요한 맥은 타이밍이라 생각합니다
부디 굿럭~^^저는 안티가 아니고 분명 배당금도 몇번받은 현재 주주입니다
적절한 시기에 추가로 매수하고자 하는
주주입니다",[]
54,2018.12.14 11:08,202,stof****,39.7.***.197,0,1,ㅜㅜ,"['사지 마세요 더 떨어져요.', '사지마세요']"
55,2018.12.14 11:07,244,danu****,223.33.***.236,1,0,답변 부탁드려용~,['12월 26일까지 매수해야']
56,2018.12.14 11:05,153,jyj1****,175.223.***.100,0,0,유한이 삼바인줄 알겠다! 주가가 뭔밍? 비자발적 장투자로 손자에게 물려줄 주식이되는구나!,[]
57,2018.12.14 11:04,206,danu****,223.33.***.236,1,0,잘 몰라서요ㅠ,['배당금 주나여?']
58,2018.12.14 11:02,97,2two****,182.224.***.41,0,0,우량제약 바이오주 시대온다,[]
59,2018.12.14 11:01,172,jwho****,223.33.***.236,0,0,셀트액면가 1000원,[]
60,2018.12.14 10:57,158,khan****,223.62.***.116,2,0,배당금 받고~재투자 합시다^^,['옳소']
61,2018.12.14 10:56,126,mint****,117.111.***.237,2,0,안사,['사는 순간 여기 물린 호구들 탈출시켜주는 ♡:당신은 유니세프:♡']
62,2018.12.14 10:53,199,khan****,223.62.***.116,5,1,안팔어~임마!!,[]
63,2018.12.14 10:50,212,2two****,182.224.***.41,3,0,제약 ㆍ바이오 업계를 평정할 날이 마지 않아 올겁니다 사실 바이오시밀러는 누구의 전유물이 아니기 때문에 유한의 영역 확대시 커다란 힘을 발휘할 겁니다,['ㅠㅠ 뭐좀 계약건 하나만 내보내주식길~\n\nㅡ유한이너무해~ ㅡ']
64,2018.12.14 10:48,165,redh****,175.223.***.130,0,0,16만에서 만나요~,[]
65,2018.12.14 10:47,94,mint****,106.243.***.58,3,1,여긴 내 나와바리여 ^♡^,['니들 100명보단 나혼자로도 충분허다^♡^']
66,2018.12.14 10:42,135,mint****,106.243.***.58,3,0,".
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
뭘 쳐다봐 이 개미샛히가 ㅋㅋㅋㅋ
.
.
.

ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",[]
67,2018.12.14 10:41,154,leet****,223.38.***.178,0,0,공매도는 순환 기능 보다는 악의 기능이 더 높습니다 남의 일이다 생각 마시고 공매도 척결에 동참좀 해주세요,[]
68,2018.12.14 10:40,110,2two****,182.224.***.41,1,0,진정한 가치를 알수 없는 불확실성이 큰 상황으로 잘 판단 해야 합니다,[]
69,2018.12.14 10:35,119,mint****,106.243.***.58,1,0,예쁜거 실화냐? 육개장만 묵어야겠냐?,[]
70,2018.12.14 10:34,145,bhka****,1.236.***.210,2,0,신뢰의 상징..배당 듬뿍 기대,[]
71,2018.12.14 10:34,121,mint****,106.243.***.58,0,0,"거품물고 매도 중이다 호구들아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ


육개장 빨리 안내오나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",[]
72,2018.12.14 10:33,130,vudq****,210.180.***.100,2,0,"삼성 효과로 인한 투매로 생각하고 기다려 보겠습니다.


오늘 오전 보다 오후가 강할꺼라 믿고 기다립니다.


어짜피 어딜가나 떨어지는 시장인데 여기서 기다리렵니다.",[]
73,2018.12.14 10:32,69,2two****,182.224.***.41,0,0,떼거지로 몰려왔네 깡통들고,[]
74,2018.12.14 10:29,116,mint****,106.243.***.58,4,1,"이제 가면 언제오나 어어이야~디야~
육개장 시켰는데 언제주냐 어어이야~ 디야~~ ㅋㅋㅋㅋㅋㅋ",['수육도 내오니라 ㅋㅋㅋㅋㅋ']
75,2018.12.14 10:28,201,free****,106.240.***.219,1,1,"하루라도 빨리 ....

약발 끝

이젠 그만 물리신 분들 손절 하세요.

더 늦기 전에 ..... 18 보고 싶으신 분들 남아계시면 됩니다.",[]
76,2018.12.14 10:27,100,mint****,106.243.***.58,7,0,"이렇게 되먹지 않은것들 문상와주시고 아직까지 따뜻한
사회군요 문상객들 대동단결하여 육개장 곱배기 먹읍시다 ㅋ",[]
77,2018.12.14 10:26,121,2two****,182.224.***.41,0,0,"망청한 작자들..,,..,,,,..,.",['미래와 전통을 볼 줄 몰라 물렸네']
78,2018.12.14 10:25,64,mint****,106.243.***.58,3,0,싸가까,[]
79,2018.12.14 10:23,221,mint****,106.243.***.58,3,0,아니여? ㅋㅋㅋㅋㅋㅋㅋ,['넌 꺼져']
80,2018.12.14 10:21,142,asdo****,119.149.***.3,0,0,죽은자식 불알만지기 ㆍㆍㆍ,[]
81,2018.12.14 10:21,80,mint****,106.243.***.58,4,0,"■■●●아이고~아이고~아이고우~●●●●
ㅠㅠ☆으허헝◐■내돈 ㅠㅠ☆으허헝◐■내돈
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",['보기싫으면 d*s<-한테 그만해달라고 케라~ㅠㅠ']
82,2018.12.14 10:19,87,mint****,106.243.***.58,3,1,"호구들아

ds1<--이색히 한테 그만해달라고 요청한후에 나한테 그만하라케라~ㅠ",[]
83,2018.12.14 10:19,132,2two****,182.224.***.41,0,0,장사 없다네,[]
84,2018.12.14 10:17,172,mint****,106.243.***.58,3,0,애써 위로말고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아주 진짜 니들 그럴때마다 내가 미소짓는다,"['그만해', 'd**s** 마 다 니얘기하는거여 뼉다구 안물어오냐?ㅋㅋㅋㅋㅋㅋㅋㅋ']"
85,2018.12.14 10:17,144,2two****,182.224.***.41,3,0,팔지말고 기관 혼쭐내줍시다,[]
86,2018.12.14 10:14,181,maki****,106.241.***.147,1,0,"이익률을 봐라 떨어질 주식인지...


쯧쯧...",[]
87,2018.12.14 10:14,195,gand****,61.84.***.88,0,0,초짜라 궁금허네요.,[]
88,2018.12.14 10:13,175,whit****,103.199.***.94,1,0,"정부가 맨날 빙신짓하니 시장에 대한 신뢰도하락으로
하락하는 거니

도대체 이좋은회사가 단기간에 이렇게 빠지는게 말이 되나",[]
89,2018.12.14 10:12,131,iw50****,223.33.***.226,1,0,16만원부터 Start~~~,[]
90,2018.12.14 10:11,180,bhka****,1.236.***.210,1,0,조금씩 매수,[]
91,2018.12.14 10:08,132,mint****,106.243.***.58,4,2,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,['날씨가추워서 한강이 안얼었을까?']
92,2018.12.14 10:05,177,koki****,119.193.***.27,1,0,까지는 무조건빠지겠너ㅣ,['~18만원']
93,2018.12.14 10:05,137,2two****,182.224.***.41,1,0,알바 게시판은 허접스럽고 참참,[]
94,2018.12.14 10:01,178,mint****,106.243.***.58,4,3,"누가 플러스여?
누가 플러스냐고?
누구여?
있냐고?","['나 3년간 62% 먹었는데.\n19년 시세때 영영 나갈거다. 패턴이 깨져서', '정중하게 부탁을 혀 헤헤 ^♡^', '마이너스 십요 한달전샀는데 ㅅㅂ', '좀 꺼져라 도배하지말고']"
95,2018.12.14 10:09,77,dsct****,223.62.***.175,2,0,"누가 대장이냐

요즘 돌려서 먹는데

주식 절라 잘하는 넘이 여기서 뭐하냐 ㅎㅎ

놀고 잇네

넌 걍 게시판 주주들 놀리는 허접 아치야

유한에서 쳐물리고 손절치고 안티하는

더도 덜도 아닌 딱 치킨데구리 ㅉㅉㅉ

데꼬 노니 다 지수준으로 아네 풉~","['모질이 색 ㅋㅋㅋㅋㅋ\n\n어제 형이 손절하라고 지도해 주셨다.\n\n새겨 들어라 ㅎㅎㅎㅎㅎㅎ', '네 다음 마이너스 계좌 ㅋㅋㅋ']"
96,2018.12.14 10:00,242,toni****,112.167.***.123,0,1,ㄷㄷㄷ,['오늘종가는?어케되냐']
97,2018.12.14 09:59,215,mint****,106.243.***.58,6,3,"모든일에서 가장 어려운건 꾸준할수 있다는거다

너희들은 꾸준한 호구질하는 멍청이고
나는 그것을 꾸준히 계몽하는것뿐이다","['자도좀 아 OOO렸네 한미나 셀트가야했었는데', '야. 언제물탈까?']"
98,2018.12.14 09:54,266,wang****,223.39.***.150,4,1,조만간 20만원 깨질듯,[]
99,2018.12.14 09:54,157,mint****,106.243.***.58,7,1,ㅠㅠ☆으허헝◐■내돈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"['한강물 안얼었냐?? 동생니가 일단 댕겨오보고 소식전해다오,, 여기 낙동강은 아직 말짱허다.']"
0,2018.12.14 09:53,214,2two****,182.224.***.41,2,0,기업 경제의 장기적인 비전을 막고 있으니 참 한심해 기관의 트레이딩 행태는 힘없는 개미만 죽이는 거야 외인들한테 뺏긴거 개인한테서 벌충하려고 ㅎ ㅎ,['담주 까지 연신 기관이 떨구다 막판에 완창 매집 ... 이거 데자뷰']
1,2018.12.14 09:53,344,rogi****,203.254.***.75,4,0,"무증+배당금 해봐야, 만원 만이천원인데,,

만원 벌자고 오만원 떨어지는 꼴을 계속 보는것도 정말 한심..","['물린사람특기가 배당 자식에게물려준다 이거두개', '정, 그렇게 무증 배당금 받고 싶으면, 26일 매수해서, 27일 시초가에 팔등가', '배당보고들어간다는게 말안되는억지 배당락쳐맞는데\n물린사람들이 보통 배당본다하잖아요']"
2,2018.12.14 09:52,168,mint****,106.243.***.58,4,0,씰데없는 이바구질이냐?^^,"['반등구간은 나올것으로 예상되네요', '동생아, 18~19만까지는 갈것 같지 않냐??']"
3,2018.12.14 09:52,157,shin****,39.7.***.55,0,0,유한양행 힘내라!!,[]
4,2018.12.14 09:51,203,sung****,175.223.***.54,0,0,.,[]
5,2018.12.14 09:50,198,redh****,175.223.***.130,1,2,21만 깬다 했잖아ㅋㅋ,['이정도면 회사가 망했나봄ㅋㅋ 무증하는 우량한회사가 이꼴나다니ㅋㅋ']
6,2018.12.14 09:46,259,2two****,182.224.***.41,0,0,오로지 할줄 아는 건 죽죽 빼거나 죽죽 올리는 거 밖에 없네 그건 누구나 다 할줄아는거 아닌가 더빼야지 계속해서,[]
7,2018.12.14 09:44,288,wang****,223.39.***.150,0,1,삼상에다 무증까지,[]
8,2018.12.14 09:44,149,cris****,182.222.***.29,0,0,"남들 오를때 하락..
남들 내릴때 하락..
아..진짜....",[]
9,2018.12.14 09:42,126,2two****,182.224.***.41,0,0,"의 매매 행태가 문제네~ 당기 실적에만 의존하는 근시안적인 트레이딩으로 기업의 중기적인 투자가 간과됨에 따라 지속적인 투자에 부담을 주고 있으니 기업들이 과감하게 투자할 수 있겠어!!!! 나라 경제의 미래를 어둡게 만드는데 기관이 일조하고 있는 셈이네 결국은...,,,.",[]
