0,2018.12.14 13:11,160,0,0,"올해 중간배당을 2번이나 했는데

연발 배당이 얼마나 될 지 궁급합니다.

아래 게싯글보면 5000원 정도인데

중간배당 빼면 2500원 내외로 예상하는 건가요?",,,
9,2018.11.30 00:55,1127,k2ta****,110.70.***.22,0,1,"야구팀도 주식도 두산 좋지요

12만원 이하 목빠지게 기다려서

수요일 재입성

다시 내게 수익을 주거라~ㅋ",['금리인상은 부채가 차입금이 많은 기없에 어떤 영향을 미치는 것일까? 차입구조가 국내냐 국외냐가 어떤\n영향을 미칠것인가?']
10,2018.11.29 14:12,874,kimk****,125.184.***.216,0,0,이런,['외국인이 막44444.']
11,2018.11.29 12:13,813,kimk****,125.184.***.216,0,3,"종가 124,000원",['대박 ㅋㅋ\n딱 맞첬어요']
12,2018.11.29 10:19,569,kimk****,125.184.***.216,1,0,그것이 문제로다~~~,['50 % 하락 >상승']
13,2018.11.29 10:15,613,kimk****,125.184.***.216,0,1,쌍바닥이다~~~,[]
14,2018.11.29 10:13,728,shon****,223.38.***.224,0,0,누구냐ㅋㅋ 뭐냐 왜자꾸 파냐,[]
15,2018.11.29 09:05,447,jiny****,211.221.***.174,1,0,"쉽게 못가네요
ㅋ",[]
16,2018.11.28 23:13,940,kimk****,125.184.***.216,2,1,두산은 왜이러냐?,[]
17,2018.11.28 17:47,780,safe****,117.111.***.129,0,0,우량 대형주가 힘없이 무너지는 꼴이란..공매도 철폐투쟁!!!,[]
18,2018.11.28 13:10,549,alps****,119.202.***.68,5,1,타이밍 굿!!,[]
19,2018.11.28 09:59,787,sjc0****,1.246.***.135,5,0,"기관은 공매도
멸치는 단타
떠나야하나.....",[]
20,2018.11.27 20:41,856,dusi****,125.181.***.37,2,0,빠가야로,[]
21,2018.11.27 17:38,1113,sjc0****,1.246.***.135,5,1,"호재성 기사 잔뜩 띄워놓고 패대기...
정말 우리나라 기관들을 어찌하누...
그러니 개관이니 개미들 피빨아먹는 종족들이란 소릴듣지 차라리 아무것두 허지마라",[]
22,2018.11.26 11:25,748,zzan****,14.56.***.17,1,2,"탈원전 취소가 늘어나고

달러가 폭등하면, 두산이 답이다.

달러 폭등하면 삼성은 급락하고

두산만 오른다.

BUT.

아직은 아니다.

지금은 설레발이다.

현정권이 무너져야한다.

달러가 빠져나가도 환율에 변화가 없다.

이유는 환율관리가 안되는 것이다.

이러다가 한방에 무너진다는 말이다.

그때사라

지금은 아니다.

아직도 북한철도 같은

헛소리하는 정권에서

투자라니 너무 미친짓 같다.","['부정탓다.....이런 제길~,', '게시판 질떨어진다.......여기까지 어케 왔는데.....부정탄다...끄지라']"
23,2018.11.26 10:47,688,nedr****,114.32.***.156,4,1,"https://www1.president.go.kr/petitions/451988

청와대 국민청원에 적극 동참을 부탁드립니다","['부정탔네, 부정탓어......에효~', '미치려면 혼자 곱게 미쳐야 한다..,...안그러면 여러사람 힘들어진다.라는 말이 있었지\n무슨 잡주 게시판도 아니고.........부정탈라........']"
24,2018.11.20 12:34,1393,zzan****,14.56.***.17,2,3,"원화가치가 언제까지 버틸 수 있을지 모른다.

CJ처럼 미국 회사를 하나 인수해라.

물론 두산은 수출형이라 환률이 오르면,

수주로 이어진다. 하지만 보험은 들어야 한다.

우리나라가 신뢰도를 잃은 상황에서 수주를

받으려면, 미국에 큰 자본이 있는게 유리하다.

CJ말고 다른 기업들도 줄줄이 할꺼라고 본다.

나는 지금의 환율이 유지되는게 정상적인

자본이 아닌 투기자본이라고 본다.

외국인이 매일 주식판에서 이렇게 빠져나가는데,

지금의 환율이 유지되는게 말이 안된다.

서둘러라. 중국처럼 우리나라도 외화유출

틀어막기전에 하루라도 먼저 해라.",['그대가 두산 돈줄좀 틔워주고 그런말하그라']
25,2018.11.15 13:14,2904,zzan****,14.56.***.16,6,7,"1. 노조가 극성이다.

로봇도입이 기속화 된다.

2. 전세계적으로 탈원전 국가들이

다시 컴백중이다.

원전수출과 국내 원전 재가동 가능성이 높아진다.

3. 빚이 많다.

빚도 능력이다. 그만큼 신뢰도가 높고 미래에

투자하고 있는 기업이라는 뜻이다.

4. 배당을 잘 준다.","['네 형님', 'ㅋㅋ 쩐다']"
26,2018.11.14 11:53,1684,bach****,117.111.***.72,1,2,ㅈㄱㄴ,"['배당금 지급일 일주일 전 배당금 통지서를 주소지에 보내줍니다.\n지급일이 11/21 ~ 11/23이 되지 않을까 예상해 봅니다.', '주식시장에서 가장 저평가된 주식은 자타공인 한솔pns다. 매출2300억 올해 예상 영업이익 60억 시가총액 265억 현재 주가 1295원. 말도 안되는 주가에 관리종목이지만 배당도 준다. 관리종목 사유도 이미 해소가 되었고 절차상 해소 시기만 남았다. 지난해 이익도 올해의 이익도 직전년도에 비해 두 배 가까이 늘었다. 그런데도 못간 이유는 간단하다. 조막손들 주가조작단이 차고 있어서 일 뿐 다른 이유는 없다. 달리면 올해 최소한 두배 이상 각이다. 그게 바로 초소형주들의 매력이다. 요런건 먼저 잡는게 임자다.']"
27,2018.11.13 19:49,1117,skt5****,122.43.***.81,2,1,두산,[]
28,2018.11.13 10:48,837,kyku****,118.45.***.144,1,1,"두산 우승 실패
일본 전지훈련 갔다올때부터 알아봤다
세상에 챔피언 결정전 앞두고
전지훈련 가는 팀은
세상 어디에도 없다
ㅋ
꼬라지 보고
우승 못할거 미리 알았다
ㅋㅋ",[]
29,2018.11.08 06:41,1948,psb4****,116.36.***.169,0,7,작년5100원에서 올해1300원이라. 아무래도 10만원이하에서놀듯,"['바보임??', '무식한 놈 그냥 주식 접든지 신라젠으로 와라. 카 제2의 한미약품', '안정된 수익성 좋은 회사의 분기배당은 배당금으로 살아가는 은퇴자들에게 좋습니다.', '배당정책은 늘 바뀔 수 있습니다.', '작년까지 연말배당에서 올해부터 분기배당으로 바뀌었습니다.', '● 분기(Quarter) 배당 있는 주식들 (분기란? 3개월 단위, 1년은 4분기가 있음)\n분기 배당 기준일 (3/31, 6/30, 9/30, 12/31)\n코웨이, 두산, 두산우, 두산2우B, 삼성전자, 삼성전자우, POSCO , 메디톡스, 한온시스템\n(쌍용양회, 쌍용양회우, 씨엠에스에듀, 한국기업평가, 천일고속, 한국가구)', '1 분기 (기준일 3/31) ------------------ (지급일) 5월 중순\n2 분기 (기준일 6/30) ------------------ (지급일) 8월 중순\n3 분기 (기준일 9/30) ------------------ (지급일) 11월 중순\n4분기 (기준일 12/31) ----------------- (지급일) 4월 중순', '굿 ㅎ', 'ㅋㅋㅋㅋㅋ', '이런 사람도 주식을 하는구나..............헐', '이런사람도 주식을하네..\n분기배당이 1300인데 ㅋㅋㅋㅋ\n곱하기 4하슈', '분기배당인데 뭔 5100원']"
30,2018.11.07 14:36,1419,shon****,223.62.***.164,0,0,하면뭐해 주식가치제고가 맞는거냐 이거ㅋㅋ,[]
31,2018.11.07 11:09,1050,kimy****,211.246.***.74,2,0,"발표가 났는데 이 정도만 오르나요?
원래 다른 주식들도 자사주소각이 이런가요?","['마이너스입니다ㅜㅠ', '원래 예정되있더거고 다 아는사실이라 ‥\n\n아마도 올려놓고 팔고빠진는듯 ‥\n종가는 마이너스로 끝난가능성도 있습니다', '시장소외주라..']"
32,2018.11.07 09:11,838,smfl****,220.78.***.54,0,0,배당락해라,"['배당락 지난지가 언제요.', '배당락이란 주가가 떨어지는 것이 배당락이 아니고\n배당 기준일 지나 주주명부에 등재되어 배당을 못 받게 되는 것은 말합니다.\n배당락(exdividend) : dividend(배당)에서 아웃(out = ex-)되었다는 뜻', '주식 모르면 하지마세여 ㅠㅠ']"
33,2018.11.12 13:19,592,umyo****,180.66.***.241,2,0,"배당락이란 주가가 떨어지는 것이 배당락이 아니고
배당 기준일 지나 주주명부에 등재되어 배당을 못 받게 되는 것을 말한다.
배당락(exdividend) : dividend(배당)에서 아웃(out = ex-)되었다는 뜻

분기 배당 기준일 (3/31, 6/30, 9/30, 12/31)
코웨이, 두산, 두산우, 두산2우B, 삼성전자, 삼성전자우, POSCO , 메디톡스, 한온시스템
(쌍용양회, 쌍용양회우, 씨엠에스에듀, 한국기업평가, 천일고속, 한국가구)

★ 기준일 단 하루 주주명부에 등재되어 있으면 그 주주에게 권리가 주어진다. ★
(기준일이란 권리를 부여하는 기준이 되는 날이라는 뜻 - 단 하루)

주의: 결제일 (settlement)
매수하고 나서 돈이 계좌에서 빠져 나가고 실제로 주식이 입고되고,
매도후 돈이 계좌에 들어오고 주식이 실제로 출고되는 날 (결제일) 은
매수/매도 후 2 거래일 후다 --> 주주명부에 등재

<<올해 3분기 배당의 경우>>

기준일 9/30
배당락 9/27 ------------------------------ 사도 배당 없고, 팔아도 배당 있다 (배당락).
<배당락 - 기준일이 지나서 주식이 입고/출고 되기 때문에 배당락이라고 한다. --- Ex-Dividend (ex = out)>
* 9/21일(금요일) 사거나 가지고 있어야

● 결제/입고/촐고일 : 매수/매도 후 2 거래일 후 (T + 2)
(기준일 2018년 9월 30일에 주주명부에 등재되어 있어야 한다)

(T + 2)
2018/9/21일 매수/매도 ----> 9월 28일 결제(입고/촐고)
2018/9/27일 매수/매도 ----> 10월 1일 결제(입고/촐고) (기준일 9/30 지나 입고/출고) --- 나가리 落 (配當落)
2018/9/28일 매수/매도 ----> 10월 2일 결제(입고/촐고) ( "" ) =

주말+추석 --- 장이 열리지 않음 (거래일이 아니다)
Closing days

<<올해 4분기(연말) 배당의 경우>

연말 배당 기준일 : 2018년 12월 31일
매년 마지막 영업일은 휴장,
[예상-미정] 12월 28일(금) 휴장하고, 12월 27일 목요일 폐장일(마지막 거래일)이면
12월 24일 가지고 있거나 매수해야 합니다.

[예상-미정] 배당락 : 2018년 12월 26일 (사도 배당 無, 팔아도 배당 有)

● 결제/입고/촐고일 : 매수/매도 후 2 거래일 후 (T + 2)
(기준일 2018년 12월 31일에 주주명부에 등재되어 있어야 합니다)

(더 보기)
(기준일 다음 날부터 일정기간) 주주명부가 폐쇄되면 그 기간 명부에 이름을 올리지 못합니다. --- 기준일이 지나 나가리 된 주주들이 나중에 폐쇄기간이 지난 후 등재됩니다. 주주명부 폐쇄는 주주명부를 사용해서 (기준일) 권리주주들을 확정하는 데 편리하므로 사용하는 방법일 뿐",[]
34,2018.11.07 08:21,834,kimk****,125.184.***.216,2,1,"부채 21조7,000억 결국 이자비용으로 리스크압박",[]
35,2018.11.07 01:04,1050,weca****,175.223.***.60,2,0,한심하다.,"['그거 아니깐 이리 싼가격에 살 수 있는 기회 준거임........세상사 다 작용, 반작용이더라.........']"
36,2018.11.06 23:00,605,ss97****,223.62.***.101,2,1,"좀 도와주지...ㅠㅠ 총때는 중공업이 다하고
... 생색은 지가 다하네",[]
37,2018.11.06 18:32,1080,wiza****,14.51.***.168,7,3,"두산 자사주를 소각할게 아니라
매각해서 그 자금으로 계열사들 지원 좀 해주지 그래.","['지금은 함부로 안 됩니다.\n엄연히 다른 법인/회사입니다.\n주주들에게 해를 끼치는 행위일 수 있죠.', '응 됩니다ㅎ', '밑빠진 독에 불붓기는 그만 !!! 그동안 두산 건설에 얼마나 물을 부었는데.....']"
38,2018.11.06 16:48,1694,kevi****,106.102.***.94,8,3,"방금 공시 떴습니다.
화이팅","['이미 작년부티다 알려진것인데요뱨당도 원리ㅣ다 아는것이고', '배당이 적으면 우선주를 사세요. 배당 많이 주니까.', '소각 5%가 대단한거죠', '배당 너므 적어..']"
39,2018.11.02 01:42,820,uk22****,175.124.***.213,5,2,"https://www1.president.go.kr/petitions/424009


제목 : 침몰하는 대한민국 경제를 살려주세요!


문재인 대통령님! 피 끓는 심정으로 애원합니다.



1. 국민을 죽이고 있는 공매도를 한시적으로 중단시켜주세요.

2. 금융 위기의 총책 최종구 금융위원장을 즉시 해임해주세요.


우리나라 경제가 침체를 넘어 침몰하고 있습니다.

언론에서는 연일 심각한 위기론이 보도되고 있으며,

‘잃어버린 20년’에 대한 불안감으로 국민이 떨고 있으며, 민심이 흉흉해지고 있습니다.


문재인 대통령님!

제2의 촛불 얘기가 곳곳에서 나오고 있습니다.

민심은 천심입니다. 사태가 심각합니다.

늦기 전에 위의 두 가지를 즉시 시행해주십시오.


(1) 공매도 일시 중단 조치로 국민을 살려주세요.


서민 피부에 와닿는 실물 경제가 살아나려면, 우선 주식시장이 안정되어야 합니다.

그런데 우리나라 주식시장은 외국인의 현금 인출기가 된 지 오래입니다.

코스피지수는 2000이 깨져서 올 1월 고점 대비 30% 이상 하락했고, 코스닥지수는 전고점 대비 무려 44% 하락했습니다.

그 와중에 외국인과 기관의 기록적인 공매도를 통한 일방적이고 처참한 ‘쩐의 전쟁’이 일어났고, 그들의 노략질로 지금 수많은 국민이 피눈물을 흘리고 있습니다.


최종구 금융위원장은 얼마 전 국정감사에서 시장 건전성에 문제가 없다고 했습니다.

그런데 주가가 이처럼 폭락하는 이유는 무엇입니까?

정부는 무엇을 하고 있습니까?

국민의 재산을 보호해야 하는 것이 정부의 기본 책무 아닌가요?

문제없다면서 수천억 수조 원의 국민 재산을 강탈해 가는 외국인 공매도 헷지 세력들을 수수방관하는 것이 올바른 정부가 할 일입니까?


개인투자자 95%의 재산을 앗아가는 주범은 바로 ‘공매도’입니다.

모르신다면, 죄송하지만 대통령 자격이 없으십니다.

청와대 청원에 올라온 공매도에 대한 청원이 무려 2,205건이나 되는 것 아시지요?


일반인은 공매도 제도를 잘 모릅니다.

그러나 실상을 알고 나면 모든 국민이 민주 항쟁에 참여하는 마음이 될 겁니다.

우리나라 현행 공매도 시스템은 최후진국 수준으로 불법과 탈법이 난무하고 있습니다.

불법 공매도로 인한 부작용은 상상을 초월합니다.

500만 개인투자자들이 피눈물을 흘리고 있는데 대통령님은 지금 어디에 계십니까?


금융 수장인 최종구 위원장이 존재하지 않는다고 하던 불법 무차입 공매도! 최근 5년간 71개 증권사가 적발되었으며, 적발되지 않은 건을 합하면 상상을 초월하는 수준입니다.

불법으로 국민을 불행하게 하는 나라. 이런 나라. 세계 그 어느 곳에도 없습니다.

공매도 세력은 주식을 빌리지도 않은 채, 무에서 유를 창조해 국민 재산을 앗아가고 있는 그야말로 무소불위의 권력 집단입니다.


지난 4월, 삼성증권이 나라를 뒤흔들만한 무려 112조 원의 불법 위조증권을 발행해 유통된 것이 불법 공매도가 가능한 현재 우리나라 증권시장 시스템의 민낯입니다.

위의 사실이, 왜 선진국제도인 공매도를 성급히 우리나라에 적용하면 안 되는지를 증명해 줍니다.


촛불혁명이 왜 일어났는지 누구보다 잘 아실 대통령님!

즉시 비상대책회의를 열고 공매도 제도의 혁신적인 개선책이 마련될 때까지,

우리나라 증권거래 시스템과 그 처벌규정들이 선진국 수준에 도달할 때까지,

공매도 제도를 한시적으로 중단해 주십시오.


그것이야말로 경제를 살리는 첩경이자, 국민을 보호해야 할 대통령의 책무입니다.


(2) 금융 수장 최종구 위원장을 즉시 해임해주세요.

국민은 바보가 아닙니다.

국민의 이름으로 최종구 금융위원장을 파면할 것을 엄중하게 청원합니다.

나라 경제가 이 모양이 된 것 과연 누구 책임입니까?
불행하게도 현 상황에 대해 책임지는 사람 아무도 없는 것으로 알고 있습니다.

경제의 큰 축인 자본시장을 책임지고 있는 금융위원장은 국민을 나락으로 내몰고 있는 공매도 문제에 대해 귀를 닫고는 ”문제없다“ ”대책을 세우겠다“는 소리만 수년째 앵무새처럼 되풀이하고 있습니다.

지금 서민들은 폭발하기 일보 직전입니다.

무고한 국민이 왜 엉터리 같은 시스템 아래에서 시험대상이 되어 피 같은 재산을 강탈당해야 합니까?

주식시장이 파괴되어 나라 경제가 휘청이고 있는데, 매년 수천억 원 이상의 국민 재산이 해외로 강탈당하고 있는데 왜 금융위원회는 대책 없이 침묵하고 있습니까?

금융위원회의 설립 목적에 따라 금융위원장은 ‘금융시장의 안전과 공정한 금융거래 관행을 확립을 위한 노력’을 해야 함에도 본업은 내팽개치고 금융산업의 선진화라는 그럴싸한 말로 공매도를 옹호하는 임무만 맡고 있습니다.

최종구 위원장은 공매도가 선진국에서 허용되는 제도라는 것만 알 뿐, 선진국인 미국에서 무차입 공매도 및 결제 불이행 시 57억 원 이하의 벌금과 20년 이하의 징역을 집행하고 있다는 징벌적인 불법 공매도 규제에 대해서는 모르는 사람입니다.

(우리나라에서는 범죄행위인 무차입 공매도 적발 시 대부분이 주의 조치로 끝나고, 최고 벌금도 2,100만 원 수준에 그칩니다.)

최종구 금융위원장을 즉시 해임해야 하는 이유는 다음과 같습니다.
첫째, 현재 경제 위기상황을 인지하지 못한 채 무사안일한(업무 태만) 관리, 감독으로 대처해 금융 위기를 불러온 행위.
둘째, 금융시장의 안전을 꾀하고 공정한 금융거래를 통해 금융소비자들을 보호해야 할 금융위원회의 목적에 반해 특정 공매도 카르텔의 입장 만을 줄기차게 옹호한 반 국민적 행위.
셋째, 국민의 목소리를 철저하게 외면하고, 국민을 개.돼지처럼 수준 이하로 취급하는 금융 모피아 집단을 대변하는 인물로 현 정부의 지향점과 대척점에 선 인물임.
넷째, 금융 적폐 청산에 역행하거나, 최소한 그에 동조하는 반개혁적 인물임.

국민의 애통한 눈물을 닦아주는 대통령이 되시기를 진심으로 빌며......
위 두 건의 청원에 대해 응답해주시기 바랍니다.","['이처럼 간절히 절규하는 시민의 소리가 하나되어 경제의 민초인 주식시장이 건전하게 발전되길 바랍니다', '정말 좋은글 감사합니다\n장문의글을 시간 내어서 논리정연하게 조목조묵 써주시거에 정말 주주로서 감사드립니다']"
40,2018.11.05 15:01,231,liba****,175.223.***.247,1,1,아~~~도라이스키,[]
41,2018.11.01 19:36,609,kimk****,125.184.***.216,0,2,뜻,['소떼대신\n동양물산 뜨렉또르 몰고 방북할란가?']
42,2018.11.01 10:02,1104,kksa****,175.223.***.40,1,1,배당만땅 주가급등,"['잘 팔았슈', '단타 매도 121500 ㅋㅋ']"
43,2018.10.31 17:05,1116,ssis****,117.111.***.243,2,3,"유후 실적 보아하니 끝도 없이 떨어지겠군하~~~~

공매도가 득세하겠군하~~

다들 연말 전까지 매도 후 대피하십쇼","['볼줄은 암?', '어떤 근거로 그리 얘기하시나요?']"
44,2018.10.31 16:46,1023,ykjy****,180.182.***.144,1,1,"116,500",['시간외 팔아줘서 감사~']
45,2018.10.31 16:46,847,ston****,124.54.***.247,1,1,?,['정규시장보다 더내리는데\n정규시장으로도 최대낙폭인데']
46,2018.10.31 16:29,788,roya****,49.163.***.76,3,1,"실적이 개망이네...두인이 아니면 쪽박 차겠다...
배당투자 하려도 피바가지 쓰는 것 아녀?",[]
47,2018.10.31 15:52,480,liba****,175.223.***.112,0,0,그런겨?,['공시 뜸']
48,2018.10.31 14:43,980,kksa****,110.70.***.133,1,0,가즈아,['불안불안하네요 어떻게 요동칠지']
49,2018.10.31 12:17,905,ansd****,175.118.***.217,2,0,난후에 꼬구라지든지 반등하든지 빨리해라,[]
50,2018.10.30 11:39,1354,kimj****,122.36.***.133,0,0,몇시에 하나요??,"['이정도 빠지는거면 ,,,,이미']"
51,2018.10.30 09:50,783,ansd****,175.118.***.217,1,1,지랄,[]
52,2018.10.28 11:23,795,kimk****,125.184.***.216,2,1,월욜,[]
53,2018.10.26 13:33,1561,holy****,118.38.***.186,7,2,"2017년 459억 ㅡ 2018년 3200억 예상

2018년 당기순이익 전년대비 6배 증가 예상","['북 이선권 옥류관 식사시간에서 재벌 총수들을 보고 ""목구멍에 냉면이 넘어갑니까?""\n이재용 등 재벌총수님들 ~ #$$&+#', '내년엔 떨어지나?', '두산은 2분기 영업이익이 4383억원으로 지난해 같은 분기보다 14.1% 증가했다고 26일 공시했다. 매출액은 4조7464억원으로 8% 올랐다. 당기순이익은 879억원으로 280% 증가한 것으로 잠정 집계됐다.', '폭증은 무슨 2분기까지 순익 4분의 1토막 났구만ㅋㅋㅋ']"
54,2018.10.25 11:50,676,holy****,175.200.***.102,1,0,국민 연금 12월까지 대차 다 갚기 위해 폭풍 매수 중입니다.,['매수해도 밑에서 받아 먹어서 그런지 주가가 못 올라가네요.']
55,2018.10.25 11:24,279,holy****,175.200.***.102,1,0,두산도 국민연금 주식 대여 갚을 물량 많을거라 봅니다.,[]
56,2018.10.25 10:58,664,alli****,49.142.***.95,0,1,"가치추출 결과, 116,500 원, 허가난 젼의판에 믿고 안믿고은 본인의 의지 ,소중한 님의자산 성투 .",[]
57,2018.10.25 10:12,599,kimk****,125.184.***.216,0,1,항상~~~,['ㅇㅈ']
58,2018.10.25 09:58,475,holy****,175.200.***.102,2,1,1년 약 6천원 예상,[]
