0,2018.12.14 10:10,130,0,1,"인생은 장애물 경기라고 합니다
그러나 목적을 알고가는 사람에게는
장애 물의 의미가 달라질 것입니다
돈이없어 3일 굶 은 사람은 자신의 비참한
현실에 세상이 미워질 것입니다
3일 굶으면 담 뛰어넘지 않을 사람이
없 다고 애기를 합니다
반면에 스스로 단식원에 들어가 3일을
굶 었다고 생각해 본다면 자신의굶주림에
통곡하거나슬퍼하지는 않을 것입니다
무엇이 다를 까요~~??
스스로 택한 단식과 가난으로 인한 굶주림에는
목적이 있는것과 없는것의 차이가 있읍니다
비록 문제와 장애가 있더라도 목적을 알고
가는 삶 그것이 바로 홍익 인간이 선택한
멋지고 아름다운 폼나는 삶 아닐까요",,,
15,2018.11.30 23:34,233,nagn****,223.38.***.127,3,3,"환경단체에 일했던 ×들을 사외이사 안쳐놓고
눈가리고 아웅하고 자빠졌네...
환경을 생각하지 않는 악덕기업은 찌그러져라",[]
16,2018.11.30 23:34,747,kwy9****,39.7.***.149,6,4,추적60분 보니 경상도 사람들 좋겠다 많이 드셔요,['홍어니']
17,2018.11.30 23:30,602,ksks****,27.67.***.145,3,1,"악덕기업은 안된다니깐
청원검이다 이건",['^^ 쇠고기국 생각나네']
18,2018.11.30 23:24,892,soni****,221.142.***.160,14,1,"더러운 회사네

대한민국 토양, 물, 산, 공기 전부다 오염시키네

이색이들 진짜 너무 하네

로비로 지금까지 더럽게 살았네

이 회사만의 비리문제가 아니라

우리나라를 갉아 먹는 기생충같은 자슥들이네

양심도 없는 색이들

두말 할거 없고 그냥 하루빨리 상폐가자","['낙동강 맛나것다', '낙동강을 식수로 사용하는 경상도쪽은 그동안 뭐했노\n지금당장 일어서라...! 그동안 독극물을 먹었다냐\n이런! ×자슥들아', '쓰레기 기업', '환경을 생각하지 않는 파렴치한 기업은 떠나라']"
19,2018.11.30 23:22,607,zx25****,175.223.***.231,4,1,잘가라,[]
20,2018.11.30 23:22,597,elee****,222.112.***.178,2,1,여기도 망하것구나 기본이 안된기업,"['아래 일본놈도 놀러왔네....................................오사카 독사 쥐명박 친구놈인가?', '환경을 외면한 파렴치한 기업은 대한민국을 떠나라\n사요나라....!']"
21,2018.11.28 11:45,542,mbjs****,211.36.***.46,5,1,100% 다시 70만원 아래로 내려가겠네..ㅎㅎ,"['7만원도 아깝다', '고개 아프고....................눈깔 침침하겠다...................모니터 불타오르고...............오래 살아서 기대해보거라']"
22,2018.11.23 08:51,1128,bark****,112.156.***.42,3,2,"ㆍ대표친일당
ㆍ국고탕진당
ㆍ뼈속까지 사대주의당
ㆍ북풍선거당
ㆍ일베충할배충당

... 이것 까지는 내가 참기도 하지만, 왜 서민들 물먹이는 증시폭락을 부추기며 즐기는거야.

세계경제가 지금 무너지고 우리나라 경제는 명바기와 근혜가 이미 다 망쳐놓았잖아.
자해당이 못하는 남북경협을 문재인이 하면 그렇게도 배아프냐? 니들이 죽인경제 살리는 중이다.

자해당은 분탕질 고마해라.
국민을 바보로 아냐?","['호남당.북한당.쇼당.경제망하게 하는당.구라당.내로남불당,\n,.....줄줄이다 호구야', '주식판에 알바짓 하지마라 오바이트 나오겄다', '가짜뉴스.........................ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ']"
23,2018.11.19 00:01,1060,bark****,117.111.***.205,3,4,"""‘세수’ 때문에 증권거래세 인하 불가""…이명박과 박근혜가 대못 박아 폐지가 불가하다.

새누리당 정권에서 부자감세를 메우기 위해 폐지 못하도록 대못을 박았음.
또한 담배세를 대폭 인상시켜 서민들 주머니 탈~탈~ 터는 계획을 집행.

서민세금 대폭 상승시켜 4대강에 쏟아붓고, 해외자원개발에 공기업 강제투자시켜 국가재정 탕진했슴.

그러면서도 무상급식을 거부해 지금 이꼬라지를 만들고, 더욱 웃긴건 사드를 자발적으로 들여와 중국에서 성장가도를 달리던 롯데그룹을 망하게하고 중국관광객을 끊기게 만들어 경제를 파탄냄.

이 모든 일들이 순실이가 조종했다는 사실이 더욱 기가막힘.

이제와 자해당은 경제를 운운하며 30~40대 골빈 틀딱들을 동원 발광하고 있음","['순실이가 문정권보다 정치를 더 잘한다는 소문이 도네', '문베충,달레반,노빠집단군,문슬람교도들의.....................................................불순한 음모 ㅋㅋ']"
24,2018.11.18 18:20,1059,1tes****,211.36.***.199,1,4,"아연공장가동율 세계최고인데 기대해봅시다
제조업이어려운데 국가가 나서야지 6월에 20일 조업정지하고 개선했으면 정부가 앞장서 제조업경기살려야지 영풍조업정지하면 우리나라 철강회사 연괸된것 다망한다.. 이럴때는 국가가 융통성을 발휘해서 제조업살리고 취업자 실업자로 만들지마라.
우량회사를 적자나게하는 정부가 되지마라.
영풍은 힘내고앞으로 한경새선과 지역사회와 협력및 의사소통 강화하라","['글쓴이도 중금속 중독된듯 한경새선 이래 ㅋㅋ', '세계 4ㅟ위 입니다']"
25,2018.11.16 17:40,928,neoe****,58.126.***.195,2,0,"새가슴이라 더는 못버티겠네요

떨어지면 다시올게요",[]
26,2018.11.08 13:36,1672,soci****,223.62.***.225,1,9,"외인들 매집하는 것 보니
조업정지 걍 벌금으로 떼울 가능성이 높은가봐요??
대충 분위기 아시는 분 있나여","['지금이 어떤세상인데 이젠 사업접어야 할듯', '조업정지 가처분 신청 소송 걸었습니다 ㅎㅎ', '환경단체연합에 매각 결정..................ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 차라리 청산하면 본전 회복 가능......20일 영업정지..........실제적으로 6개월 영업 전반 불가..........뿔난 대주주.........회사 청산 각오']"
27,2018.11.05 15:03,1200,jgm0****,125.178.***.184,0,1,"4번 떨어지고 오르고
6번 떨어지고 오르고
뭐 이러냐,.......................ㅜㅜ",[]
28,2018.11.02 14:02,1629,neoe****,220.72.***.175,0,7,"어제 선발대가 물 좋다고 들어오라고 해서

오늘 시초가에 20주 더 샀습니다

기분 좋네요

지금 영풍문고 리모델링 중입니다

리모델링 공사 끝나면 매출도 늘고

그럼 주가도 같이 올라가지 않을까요?","['웃자고 남긴글에 반응들이 너무 진지하시네.. ^^;\n쥬쥬분들 힘든때일수록 화이팅하세요~', '아이고.. 영풍 지금 환경 수질 대기오염문제로 여론이 장난 아닙니다\n또한 생산중단 내년부터 들어가고.. 지금 상황이 많이 안좋네요 ㅠ..', '영풍문고 매각된지 오래.....................................책장사로 푼돈 벌어봐야 ...............잘 팔았다']"
29,2018.11.02 09:11,884,dale****,39.115.***.229,1,1,"진심.
주가관리를 안하는 구나.
회사에 주담없냐?",[]
30,2018.11.02 08:17,913,mbjs****,125.181.***.189,2,4,48만원~53만원 구간대에 집중매수하면 될듯..관종하고 있다가 이가격대 오면 매수하면 됨..ㅋㅋ,['어떻게 이런 늠은 종목마다 죄다 있는지...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']
31,2018.11.01 21:33,733,woos****,223.62.***.84,0,1,"30프로 넘게 손해보고 일부손절
이럴거면 역사속으로 사라져라",[]
32,2018.11.01 15:47,926,neoe****,58.126.***.195,2,2,"오늘 기분좋아서 1주 샀는데요

영풍이 뭐하는 회산가요?

영풍문고 운영하는 출판사인가요?","['ekdtlsdms wjdakf qkqhcjsldidy', '조 위에 기업 개요 좀 보세요.. up', '너 뭐냐?']"
33,2018.11.01 14:04,697,mein****,223.38.***.212,0,1,쌍잣???,['쓰졋']
34,2018.11.01 12:14,982,kimk****,125.184.***.216,5,1,40만원 찍으면 매수`~~,"['환경 오염 대책을 못 세우는 한...ㅜ\n떵 밟았다 샘치고 아까운 내덩..ㅠ', 'ekdtls wnrdmsgndpdi ksmdgkfwl ahffk']"
35,2018.11.01 11:28,911,bios****,110.70.***.68,0,1,쪽팔려서 추매..,[]
36,2018.11.01 11:10,941,mein****,211.208.***.130,2,2,"최소 55만원 까지는 하락이여...

쾌잣!!~~~~
쿨잣!!~~~~",[]
37,2018.11.01 10:25,388,mein****,211.208.***.130,4,1,마누라한테 칭찬 받는게 훨낫다,"['두부 반모밖에 못사것슈.. ㅋㅋ', 'thsgo akrtlagkwl qkdhdi', '진심 저두요 ㅜㅜ']"
38,2018.11.01 10:10,509,pump****,223.38.***.85,2,2,"도대체 악재가 어느정도길래!
매일 신저가 갱신중이냐
그정도로 안좋은회사인가?",['공매도 비중도 없고 그냥 하락인데...이거 60만원 깨지는건 시간문제! 도대체 회사는관리하고있는건가']
39,2018.11.01 09:10,358,mein****,211.208.***.130,1,1,쏴잣!!~~~~~~~~~,['쓔졎']
40,2018.11.01 09:04,674,mein****,211.208.***.130,0,1,쑤리하나 쑤러 버렸어~~ 쿵자자자~~쿵자자자 ♬,['alclsshadlftprmfu....................................dusthotkfdlsak tjdwkd cnrgkgodigksk.................whdydgofk alclrhkddlshadk']
41,2018.11.01 08:48,765,khm1****,223.38.***.87,1,3,"믿고 투자한 주주들의 마음도 생각해서
이번에 배당 좀 많이 해라!!
주가는 떨어졌지만 배당이라도 많이해서
속쓰림 좀 달래주면 좋겠다.",['정치적때문에 손실나는거여 아연도금 어디에들어가는지 모르나 자동차에 들어가는데 지금 현기차 수출이 않되니 아연도금수요가 줄어드니 주가가 오르겠나 그래도 60만원때 지키는거보면 영풍이 자본은 많다는소리다']
42,2018.10.31 21:29,941,sunc****,1.228.***.78,1,1,"실적 보면 폭락


폭락 각이다 그거핑계로 쳐내릴꺼임

개관들",[]
43,2018.10.31 12:43,783,mein****,211.208.***.191,1,0,쓰시...,['쌰젓']
44,2018.10.31 11:48,420,hono****,221.167.***.164,0,3,659000,['anjgksms wltdlsrh................tlatlagksrkqhrnsk.................dpfkdl qortnsrjsekfshadk wkadlsk wkfk']
45,2018.10.31 09:25,659,mein****,211.208.***.191,0,3,아빠우 워키너 라운드네~~~,['skrkenpwufk qortnsrjsekfshadltldu']
46,2018.10.30 09:35,676,mein****,211.208.***.130,0,2,"이쯔마 베이비 따자행키벵키~~

아빠우 워키너 라운드네~~~ 쿵짜자 쿵짜ㅏㄱ작 ~~♪",['qldtlsdk anjgksi dhsmfeh alclrhkddl godtpgksmsr sk']
47,2018.10.29 23:52,722,pufs****,121.165.***.29,0,2,"※주식담보대출 年 ４% 중반 수준으로 제공 가능합니다.

※대출만기 연장으로 인한 추가 금리인상 없이, 고정금리입니다

※연락 주시면 자세히 안내 드리겠습니다.

직통) ０２-４１３-１１５７
HP) ０１０-３７８６-８８６８","['사기꾼', '당신.................................................뭐하시는..................................놈이세요?']"
48,2018.10.29 09:15,765,mein****,211.208.***.130,0,1,"피바람이 치던바다~~~
잔잔해져오면~~~
오늘 폭등 오시려나~
저바다 건너서~~

쐐젓....",['쐬젖']
49,2018.10.28 00:27,753,cty1****,211.109.***.142,0,0,https://www1.president.go.kr/petitions/420795?navigation=petitions,[]
50,2018.10.26 10:34,968,mein****,211.208.***.130,2,1,모두 정리하고 주식 접어,['쏘좃']
51,2018.10.25 21:36,578,sunc****,203.226.***.176,3,1,"그때 5자 보나

젖돼보자 다",['쏘졋']
52,2018.10.23 17:21,1105,mein****,211.208.***.130,0,4,"쏘젓,,,,","['니미젖', 'antms rothflsi gkstlagks wjdtlsqudwkdi']"
53,2018.10.23 16:49,832,kimw****,223.38.***.216,1,0,.,[]
54,2018.10.23 16:18,1001,snc2****,117.111.***.145,1,3,각하?,['조업정지 결정되었네요 다시 법원에 상고해야하겠네요 유보자금으로 시설공사를 진행해야되는데 미루는건 왜죠? 후계승계작업으로 주가하락 방치하는지요?오너는 도대체 나타나질않는게 고질적 적폐네요 불필요한 간부가 너무 많드라구요 내부 구조조정부터 해야되겠더군요']
55,2018.10.23 10:12,659,woos****,223.62.***.157,0,1,"이미 개손해
봅시다
내후년에",[]
56,2018.10.23 08:35,236,mein****,211.208.***.130,0,1,살즙....,['18shamtmzl']
57,2018.10.22 14:27,738,koo0****,121.170.***.54,1,0,"촉수엄금!!!
90만원대부터 알려줬건만
매수하는 자폭개미들은 뭐여???",['개풍은 난잡하게 벌려놓은 IT자회사들 통폐합해야 상승할것']
58,2018.10.22 10:55,636,sunc****,223.39.***.3,2,0,"꼴보니까

투매나와야된다",[]
59,2018.10.22 09:18,952,mein****,211.208.***.130,1,3,심상치 않타아...,['djflqjflgks antlrgks sahdlftp rmfu.']
60,2018.10.21 14:43,415,cion****,223.39.***.56,1,0,"●청원●
국민연금의 주식대차를 폐지하라
https://www1.president.go.kr/petitions/394401

다시 시작하는 청원입니다.
이전에 비슷한 청원에 동의하셨더라도 다시 한번 더 이 청원에 동의 부탁드립니다.

• [기자수첩]공매도 권유하는 '정부'…분통터지는 '개미'
https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=110&oid=018&aid=0004225969

• [단독] 공매도 신음株, 절반은 국민연금이 대여
https://news.v.daum.net/v/20181016095007871

• 국민연금공단, 해외운용사서 돈받아 직원들 해외연수 논란
http://www.businesskorea.co.kr/news/articleView.html?idxno=25479

• '주식 대여 장사' 논란 휩싸인 국민연금
https://m.news.naver.com/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003410343

• 국민연금 주식대여액 1천조원 육박..""공매도 종잣돈 창구""
https://news.v.daum.net/v/20180907070022685?f=m

• 거래량도 대금도... 공매도 시장 휘젓는 외국계 증권사들
https://news.v.daum.net/v/20181009044529592?rcmd=rn&f=m

• 국민연금, 올해 7월 말까지 국내주식투자로 10조원 손실
https://news.v.daum.net/v/20181006090008650?f=m#none

국민연금이 공매도세력들에게 주식을 대여해주며 연금을 운용하여 우리들의 국민연금과 주식이 막대한 손실을 입고 있습니다. 

국민연금의 주식대차를 없애야지만 우리들의 국민연금과
주식을 지킬 수 있습니다.

우리들의 재산을 지킵시다.

청원에 힘을 보태어 주십시요.

여러분들의 힘이 절실히 필요합니다. ",[]
61,2018.10.22 08:33,242,kgyo****,223.33.***.115,0,0,똑바로 하세요,[]
62,2018.10.19 07:55,715,mbjs****,220.125.***.144,4,2,드디어 오늘 70만원대가 깨지겠네요..ㅎㅎ,['자네..............................................돈벌기 쉽지잉?........................................................tkdshadmltizldi.......................gzv']
63,2018.10.18 13:45,336,mein****,211.208.***.130,0,1,"쥬쥬님덜....

후덜덜~~~",['문어대가리..................................................가이섺퀴']
64,2018.10.15 15:10,485,mein****,211.208.***.130,0,1,"쥬쥬님달~~

약즙.......................",['사랑스런 우리 문죄인 오빠............................욕하면...............................지옥갑니다']
65,2018.10.12 20:21,500,mein****,211.208.***.191,0,2,씀즈......,['사랑스런 우리 문죄인 오빠....................................욕하면..........................지옥갑니다']
66,2018.10.12 10:45,584,gywl****,223.62.***.196,0,2,"재바 주식은 잘본다 하지않읍니카
물려 잇는분들은 각성하세요","['글을 아무리 검색해도 뭐라고 하지 않았던데요???', '사랑스런 우리 문죄인 오빠..............................욕하면..........................지옥갑니다..................문재앙 오빠가 친북은 맞습니다만.........................절대로 종북 아닙니다']"
67,2018.10.11 11:05,606,mein****,211.208.***.130,1,1,쏘젓....,"['트럼프,김정은,문죄인......................암살되는 꿈........................노무노무노무 끔직해요']"
68,2018.10.11 10:48,330,mein****,211.208.***.130,0,2,기가맥히네여,"['청개구리 놈우현 귀신,펭귄 김돼중 귀신이 나타나......................새벽에 식은 땀 흘렸어요', '닥쳐 이 쇄,끼야']"
69,2018.10.10 15:23,268,min1****,119.207.***.202,1,1,"♥ 내 소중한 국민연금을 보호하고, 공매도 주식대차를 막기위해,
'국민연금 주식대여 금지' 청원에 동참해주세요! ♥

10월 9일 기준 청원 9일만에 '동의' 5만 2천명을 넘어 지금도 계속 빠르게 증가하고 있습니다.
현재 청와대 국민청원 첫페이지에 올라 있고, 경제민주화 부문 1위입니다.

아직 여러분들의 참여가 어느때보다 절실합니다.
10월 말일까지 20만 동의를 넘겨서 반드시 국민연금의 공매도 주식대여금지를 실현합시다.

국회에 계류중인 ""국민연금공단 주식대여금지 법안""이 올해 통과될 수 있도록 청와대 청원에 힘을 보태 주세요.


※ 참여 방법은 매우 쉽습니다!

아래 청와대 국민청원 링크로 들어가신 후 '동의'를 클릭하시면 됩니다.
(네이버/페이스북/트위터로 3번 동의 가능합니다 , 한가지 계정 동의 후 청원 인터넷 창 닫으시고 10여분 후에 다른 계정으로)

https://www1.president.go.kr/petitions/394401


모두 청원 참여 부탁드립니다!
우리의 부모님, 형제, 자매들이 피땀 흘려 내는 국민연금이 어처구니 없는 투자방식으로 손실을 입고 있습니다.

대한민국 핫 이슈인 국민연금 재정고갈 문제이자,
국민연금을 내시는 분이시라면 꼭 관심을 갖고 참여하셔야 할 청원입니다.


연간 국내주식 투자금액 120조원의 0.0014%의 수익을 올리기 위해 국민연금이
4년6개월간 1천조원에 달하는 주식을 공매도세력(주가를 하락시켜야 이익을 보는 세력)에게 대여해 줌으로써,

1)국내 주식시장을 교란하고,
2)공매도를 사용할 수 없는 개인투자자들을 주식시장의 패배자로 내몰고,
3)해외헷지 세력들의 주머니를 채워 연간 수천억원의 국부를 유출하고,
4)국민연금 스스로 투자한 종목의 주가상승을 막고, 로스컷(손절매) 발생시 막대한 국민연금의 손실을 초래하는


이 바보같은 일에 국민연금이 앞장서고 있다는 사실을 고발하고 바로 잡고자 합니다.



※ 이 청원은 '경실련'(경제정의실천시민연합), '공매도제도개선 주주연대', '희망나눔 주주연대'가 함께 합니다.

국민이 주인입니다!
국민이 원하지 않는 일, 국민의 돈으로 국민에 피해를 주는 일은 법으로 중단시켜야 합니다.",[]
70,2018.09.28 09:47,1152,bmg1****,211.36.***.108,0,3,"갑자기
1700주 거래에서
10700주로 가버렸던데
아시는 분 좀 갈카주세요..","['강원도사시는 일반개미가 로또맞아 영풍입성했다는것같던데요', '제가 아는형한테서 9000주 샀는데요?\n뭐 이상한거라도;;;;', '뭐조 불록딜인가요 뭔가요?']"
71,2018.09.28 00:37,619,hs91****,58.123.***.94,0,2,"20~70 황제폐하

70~80 왕족

80~85 귀족

85~90 중인

90~100 백정

100~ 노예들이여~~
방있나요","['모두 조아리게 들..내가 황제 일세^^ ㅋㅌ', '누가 해석좀 해 주세요.\n평단가를 %로 쓰신거 같은데 기준이 뭔지요?', '단국대 연극영화과졸...................설민석 한국사 학원강사놈 ...................................맞죠?', 'mung10191 카톡 주세요!']"
72,2018.09.23 15:32,657,cion****,223.62.***.54,1,1,"여러분들의 국민연금이 새고 있습니다.
청원에 힘을 보태주세요.^^

※ 국민연금 주식대여 금지 청원
https://www1.president.go.kr/petitions/353707

※ 참조기사
국민연금 주식대여액 1천조원 육박..""공매도 종잣돈 창구""
https://news.v.daum.net/v/20180907070022685?f=m

여러분들께서 자주 이용하시는 커뮤니티나 포털사이트 증권 토론방 게시글에 위 글을 복사해서 댓글로 달아주시면 큰 도움이 됩니다.
여러분들의 힘이 필요합니다.^^","['국내 주식시장 공매도 금지 한번에 안되면 120조 국내 주식을 갖고 있는 국민연금부터 금지 시킵시다.', '미국언론에서..............왜..................사랑스런 우리 문죄인 오빠를...................김정은놈 수석 대변인이라고 비꼬는거얌?']"
73,2018.09.21 12:36,939,surp****,218.158.***.207,0,3,ㅎ ㅎ,[]
74,2018.09.19 18:50,399,see0****,114.203.***.185,1,0,"여러분들의 국민연금이 새고 있습니다.
아래 청원에 힘을 보태주세요.^^

1. 국민연금 주식대여 금지 청원 :9월 23일까지
https://www1.president.go.kr/petitions/353707

2. 삼성, 엘리엇 소송 관련 청원 :9월 21일까지
https://www1.president.go.kr/petitions/350397

3. 정부는 매국연금을 국민연금으로 되돌려라! 10월7일까지
https://www1.president.go.kr/petitions/370356

※ 참조기사
국민연금 주식대여액 1천조원 육박..""공매도 종잣돈 창구""
https://news.v.daum.net/v/20180907070022685?f=m

여러분들께서 자주 이용하시는 커뮤니티나 포털사이트 증권 토론방 게시글에 위 글을 복사해서 댓글로 달아주시면 큰 도움이 됩니다.
지인들과의 공유도 부탁드립니다.
여러분들의 힘이 필요합니다♡",['동원된 평양시민..........................인공기 김정은..................한반도기 문재앙 오빠.................태극기 총살대상자']
75,2018.09.19 07:41,676,turu****,211.36.***.113,1,3,가을부터 내년 봄까지 황산 판매증가‥,[]
76,2018.09.19 13:04,397,cpfl****,211.246.***.60,0,0,황산똥값이라던데요,[]
